 -6.6276044E-02 -0.4296807      7.2701910E-04
 -6.5885417E-02 -0.4297023      7.3190482E-04
 -6.5494791E-02 -0.4297479      6.3727220E-04
 -6.5104164E-02 -0.4298484      7.2473875E-04
 -6.4713545E-02 -0.4297738      7.5729826E-04
 -6.4322919E-02 -0.4300248      7.1432610E-04
 -6.3932292E-02 -0.4301643      7.1742880E-04
 -6.3541666E-02 -0.4299516      7.4972661E-04
 -6.3151039E-02 -0.4299044      8.1184349E-04
 -6.2760420E-02 -0.4298157      7.9179445E-04
 -6.2369790E-02 -0.4300642      6.7163381E-04
 -6.1979167E-02 -0.4301700      7.9321378E-04
 -6.1588541E-02 -0.4299017      6.8993896E-04
 -6.1197918E-02 -0.4297297      7.6081633E-04
 -6.0807291E-02 -0.4299119      6.9687964E-04
 -6.0416665E-02 -0.4298896      6.7804690E-04
 -6.0026042E-02 -0.4303685      7.2403747E-04
 -5.9635416E-02 -0.4300719      6.6732551E-04
 -5.9244793E-02 -0.4303718      6.7422941E-04
 -5.8854166E-02 -0.4303038      7.3018047E-04
 -5.8463540E-02 -0.4303573      7.2078855E-04
 -5.8072917E-02 -0.4301543      6.2417268E-04
 -5.7682291E-02 -0.4301529      6.0384517E-04
 -5.7291668E-02 -0.4302856      6.7426107E-04
 -5.6901041E-02 -0.4304284      5.9623254E-04
 -5.6510415E-02 -0.4303841      5.9497013E-04
 -5.6119792E-02 -0.4305669      5.7146448E-04
 -5.5729166E-02 -0.4303535      6.1915960E-04
 -5.5338543E-02 -0.4300097      6.1239448E-04
 -5.4947916E-02 -0.4301349      7.2603655E-04
 -5.4557290E-02 -0.4302065      6.0880306E-04
 -5.4166667E-02 -0.4301932      5.6921813E-04
 -5.3776041E-02 -0.4301848      5.0817302E-04
 -5.3385418E-02 -0.4303788      4.9593294E-04
 -5.2994791E-02 -0.4302344      5.7866803E-04
 -5.2604165E-02 -0.4303328      5.1395333E-04
 -5.2213542E-02 -0.4304142      5.9604959E-04
 -5.1822916E-02 -0.4304717      5.4850150E-04
 -5.1432293E-02 -0.4305395      5.9372763E-04
 -5.1041666E-02 -0.4304954      6.1445689E-04
 -5.0651040E-02 -0.4304250      4.5820093E-04
 -5.0260417E-02 -0.4304070      5.1451201E-04
 -4.9869791E-02 -0.4305626      4.8630190E-04
 -4.9479168E-02 -0.4306213      4.9039721E-04
 -4.9088541E-02 -0.4307465      5.1119528E-04
 -4.8697915E-02 -0.4305975      4.8965332E-04
 -4.8307292E-02 -0.4306772      4.9188681E-04
 -4.7916666E-02 -0.4307683      5.0335756E-04
 -4.7526043E-02 -0.4311530      7.9693418E-04
 -4.7135416E-02 -0.4309039      8.1472000E-04
