 -6.6666670E-02 -6.9730821E-05
 -6.6527776E-02 -7.3746822E-05
 -6.6388890E-02 -7.7980680E-05
 -6.6249996E-02 -8.2457394E-05
 -6.6111110E-02 -8.7165856E-05
 -6.5972224E-02 -9.2140268E-05
 -6.5833330E-02 -9.7383825E-05
 -6.5694444E-02 -1.0291878E-04
 -6.5555558E-02 -1.0874483E-04
 -6.5416664E-02 -1.1489086E-04
 -6.5277778E-02 -1.2136291E-04
 -6.5138891E-02 -1.2819408E-04
 -6.4999998E-02 -1.3538799E-04
 -6.4861111E-02 -1.4295999E-04
 -6.4722225E-02 -1.5093652E-04
 -6.4583331E-02 -1.5933771E-04
 -6.4444445E-02 -1.6818925E-04
 -6.4305559E-02 -1.7750131E-04
 -6.4166665E-02 -1.8730915E-04
 -6.4027779E-02 -1.9763813E-04
 -6.3888893E-02 -2.0849761E-04
 -6.3749999E-02 -2.1992796E-04
 -6.3611113E-02 -2.3195786E-04
 -6.3472219E-02 -2.4462142E-04
 -6.3333333E-02 -2.5793142E-04
 -6.3194446E-02 -2.7192826E-04
 -6.3055553E-02 -2.8665020E-04
 -6.2916666E-02 -3.0213635E-04
 -6.2777780E-02 -3.1841733E-04
 -6.2638886E-02 -3.3552162E-04
 -6.2500000E-02 -3.5349620E-04
 -6.2361110E-02 -3.7239259E-04
 -6.2222224E-02 -3.9224609E-04
 -6.2083334E-02 -4.1309604E-04
 -6.1944444E-02 -4.3499673E-04
 -6.1805554E-02 -4.5800669E-04
 -6.1666667E-02 -4.8215859E-04
 -6.1527777E-02 -5.0752243E-04
 -6.1388887E-02 -5.3414667E-04
 -6.1250001E-02 -5.6210521E-04
 -6.1111111E-02 -5.9143250E-04
 -6.0972221E-02 -6.2221038E-04
 -6.0833335E-02 -6.5450562E-04
 -6.0694445E-02 -6.8839156E-04
 -6.0555555E-02 -7.2393467E-04
 -6.0416665E-02 -7.6120591E-04
 -6.0277779E-02 -8.0028799E-04
 -6.0138889E-02 -8.4127742E-04
 -5.9999999E-02 -8.8423816E-04
 -5.9861112E-02 -9.2926522E-04
 -5.9722222E-02 -9.7645744E-04
 -5.9583332E-02 -1.0259141E-03
 -5.9444446E-02 -1.0777259E-03
 -5.9305556E-02 -1.1320049E-03
 -5.9166666E-02 -1.1888497E-03
 -5.9027776E-02 -1.2483996E-03
 -5.8888890E-02 -1.3107458E-03
 -5.8750000E-02 -1.3760257E-03
 -5.8611110E-02 -1.4443558E-03
 -5.8472224E-02 -1.5158918E-03
 -5.8333334E-02 -1.5907544E-03
 -5.8194444E-02 -1.6690824E-03
 -5.8055557E-02 -1.7510289E-03
 -5.7916667E-02 -1.8367723E-03
 -5.7777777E-02 -1.9264241E-03
 -5.7638887E-02 -2.0201986E-03
 -5.7500001E-02 -2.1182511E-03
 -5.7361111E-02 -2.2207771E-03
 -5.7222221E-02 -2.3279423E-03
 -5.7083335E-02 -2.4399490E-03
 -5.6944445E-02 -2.5569967E-03
 -5.6805555E-02 -2.6793161E-03
 -5.6666669E-02 -2.8070977E-03
 -5.6527779E-02 -2.9405747E-03
 -5.6388889E-02 -3.0799839E-03
 -5.6249999E-02 -3.2255847E-03
 -5.6111112E-02 -3.3776090E-03
 -5.5972222E-02 -3.5363110E-03
 -5.5833332E-02 -3.7019670E-03
 -5.5694446E-02 -3.8748770E-03
 -5.5555556E-02 -4.0553017E-03
 -5.5416666E-02 -4.2435504E-03
 -5.5277776E-02 -4.4399370E-03
 -5.5138890E-02 -4.6448037E-03
 -5.5000000E-02 -4.8584468E-03
 -5.4861110E-02 -5.0812308E-03
 -5.4722223E-02 -5.3135073E-03
 -5.4583333E-02 -5.5556702E-03
 -5.4444443E-02 -5.8080629E-03
 -5.4305557E-02 -6.0710958E-03
 -5.4166667E-02 -6.3451813E-03
 -5.4027777E-02 -6.6307597E-03
 -5.3888887E-02 -6.9282479E-03
 -5.3750001E-02 -7.2380812E-03
 -5.3611111E-02 -7.5607402E-03
 -5.3472221E-02 -7.8967251E-03
 -5.3333335E-02 -8.2465094E-03
 -5.3194445E-02 -8.6106043E-03
 -5.3055555E-02 -8.9895520E-03
 -5.2916668E-02 -9.3839122E-03
 -5.2777778E-02 -9.7942231E-03
 -5.2638888E-02 -1.0221079E-02
 -5.2499998E-02 -1.0665078E-02
 -5.2361112E-02 -1.1126867E-02
 -5.2222222E-02 -1.1607042E-02
 -5.2083332E-02 -1.2106284E-02
 -5.1944446E-02 -1.2625266E-02
 -5.1805556E-02 -1.3164715E-02
 -5.1666666E-02 -1.3725331E-02
 -5.1527780E-02 -1.4307837E-02
 -5.1388890E-02 -1.4913017E-02
 -5.1250000E-02 -1.5541676E-02
 -5.1111110E-02 -1.6194617E-02
 -5.0972223E-02 -1.6872646E-02
 -5.0833333E-02 -1.7576642E-02
 -5.0694443E-02 -1.8307514E-02
 -5.0555557E-02 -1.9066129E-02
 -5.0416667E-02 -1.9853437E-02
 -5.0277777E-02 -2.0670408E-02
 -5.0138891E-02 -2.1518052E-02
 -5.0000001E-02 -2.2397336E-02
 -4.9861111E-02 -2.3309328E-02
 -4.9722221E-02 -2.4255101E-02
 -4.9583334E-02 -2.5235780E-02
 -4.9444444E-02 -2.6252467E-02
 -4.9305554E-02 -2.7306305E-02
 -4.9166668E-02 -2.8398510E-02
 -4.9027778E-02 -2.9530322E-02
 -4.8888888E-02 -3.0702950E-02
 -4.8749998E-02 -3.1917710E-02
 -4.8611112E-02 -3.3175919E-02
 -4.8472222E-02 -3.4478948E-02
 -4.8333332E-02 -3.5828147E-02
 -4.8194446E-02 -3.7224941E-02
 -4.8055556E-02 -3.8670793E-02
 -4.7916666E-02 -4.0167227E-02
 -4.7777779E-02 -4.1715711E-02
 -4.7638889E-02 -4.3317825E-02
 -4.7499999E-02 -4.4975184E-02
 -4.7361109E-02 -4.6689432E-02
 -4.7222223E-02 -4.8462227E-02
 -4.7083333E-02 -5.0295256E-02
 -4.6944443E-02 -5.2190281E-02
 -4.6805557E-02 -5.4149132E-02
 -4.6666667E-02 -5.6173578E-02
 -4.6527777E-02 -5.8265489E-02
 -4.6388891E-02 -6.0426801E-02
 -4.6250001E-02 -6.2659480E-02
 -4.6111111E-02 -6.4965457E-02
 -4.5972221E-02 -6.7346781E-02
 -4.5833334E-02 -6.9805510E-02
 -4.5694444E-02 -7.2343811E-02
 -4.5555554E-02 -7.4963771E-02
 -4.5416668E-02 -7.7667594E-02
 -4.5277778E-02 -8.0457516E-02
 -4.5138888E-02 -8.3335854E-02
 -4.5000002E-02 -8.6304896E-02
 -4.4861112E-02 -8.9366958E-02
 -4.4722222E-02 -9.2524491E-02
 -4.4583332E-02 -9.5779978E-02
 -4.4444446E-02 -9.9135816E-02
 -4.4305556E-02 -0.1025946    
 -4.4166666E-02 -0.1061588    
 -4.4027779E-02 -0.1098312    
 -4.3888889E-02 -0.1136143    
 -4.3749999E-02 -0.1175109    
 -4.3611109E-02 -0.1215237    
 -4.3472223E-02 -0.1256554    
 -4.3333333E-02 -0.1299090    
 -4.3194443E-02 -0.1342871    
 -4.3055557E-02 -0.1387928    
 -4.2916667E-02 -0.1434290    
 -4.2777777E-02 -0.1481987    
 -4.2638890E-02 -0.1531048    
 -4.2500000E-02 -0.1581504    
 -4.2361110E-02 -0.1633386    
 -4.2222220E-02 -0.1686725    
 -4.2083334E-02 -0.1741553    
 -4.1944444E-02 -0.1797902    
 -4.1805554E-02 -0.1855803    
 -4.1666668E-02 -0.1915290    
 -4.1527778E-02 -0.1976395    
 -4.1388888E-02 -0.2039151    
 -4.1250002E-02 -0.2103592    
 -4.1111112E-02 -0.2169751    
 -4.0972222E-02 -0.2237663    
 -4.0833332E-02 -0.2307361    
 -4.0694445E-02 -0.2378880    
 -4.0555555E-02 -0.2452255    
 -4.0416665E-02 -0.2527520    
 -4.0277779E-02 -0.2604710    
 -4.0138889E-02 -0.2683861    
 -3.9999999E-02 -0.2765006    
 -3.9861113E-02 -0.2848183    
 -3.9722223E-02 -0.2933426    
 -3.9583333E-02 -0.3020772    
 -3.9444443E-02 -0.3110254    
 -3.9305557E-02 -0.3201910    
 -3.9166667E-02 -0.3295774    
 -3.9027777E-02 -0.3391882    
 -3.8888890E-02 -0.3490269    
 -3.8750000E-02 -0.3590972    
 -3.8611110E-02 -0.3694025    
 -3.8472224E-02 -0.3799463    
 -3.8333334E-02 -0.3907322    
 -3.8194444E-02 -0.4017635    
 -3.8055554E-02 -0.4130437    
 -3.7916668E-02 -0.4245765    
 -3.7777778E-02 -0.4363649    
 -3.7638888E-02 -0.4484124    
 -3.7500001E-02 -0.4607225    
 -3.7361111E-02 -0.4732983    
 -3.7222221E-02 -0.4861429    
 -3.7083331E-02 -0.4992598    
 -3.6944445E-02 -0.5126520    
 -3.6805555E-02 -0.5263225    
 -3.6666665E-02 -0.5402744    
 -3.6527779E-02 -0.5545106    
 -3.6388889E-02 -0.5690340    
 -3.6249999E-02 -0.5838475    
 -3.6111113E-02 -0.5989536    
 -3.5972223E-02 -0.6143551    
 -3.5833333E-02 -0.6300546    
 -3.5694443E-02 -0.6460544    
 -3.5555556E-02 -0.6623570    
 -3.5416666E-02 -0.6789647    
 -3.5277776E-02 -0.6958795    
 -3.5138890E-02 -0.7131034    
 -3.5000000E-02 -0.7306386    
 -3.4861110E-02 -0.7484866    
 -3.4722224E-02 -0.7666491    
 -3.4583334E-02 -0.7851278    
 -3.4444444E-02 -0.8039241    
 -3.4305554E-02 -0.8230392    
 -3.4166668E-02 -0.8424741    
 -3.4027778E-02 -0.8622298    
 -3.3888888E-02 -0.8823072    
 -3.3750001E-02 -0.9027069    
 -3.3611111E-02 -0.9234290    
 -3.3472221E-02 -0.9444743    
 -3.3333335E-02 -0.9658425    
 -3.3194445E-02 -0.9875338    
 -3.3055555E-02  -1.009547    
 -3.2916665E-02  -1.031883    
 -3.2777779E-02  -1.054541    
 -3.2638889E-02  -1.077518    
 -3.2499999E-02  -1.100815    
 -3.2361113E-02  -1.124431    
 -3.2222223E-02  -1.148362    
 -3.2083333E-02  -1.172608    
 -3.1944446E-02  -1.197166    
 -3.1805556E-02  -1.222035    
 -3.1666666E-02  -1.247211    
 -3.1527776E-02  -1.272692    
 -3.1388890E-02  -1.298474    
 -3.1250000E-02  -1.324555    
 -3.1111112E-02  -1.350930    
 -3.0972222E-02  -1.377596    
 -3.0833334E-02  -1.404549    
 -3.0694444E-02  -1.431783    
 -3.0555556E-02  -1.459295    
 -3.0416667E-02  -1.487079    
 -3.0277777E-02  -1.515129    
 -3.0138889E-02  -1.543440    
 -2.9999999E-02  -1.572007    
 -2.9861111E-02  -1.600821    
 -2.9722223E-02  -1.629878    
 -2.9583333E-02  -1.659170    
 -2.9444445E-02  -1.688689    
 -2.9305555E-02  -1.718428    
 -2.9166667E-02  -1.748379    
 -2.9027779E-02  -1.778534    
 -2.8888889E-02  -1.808884    
 -2.8750001E-02  -1.839419    
 -2.8611111E-02  -1.870131    
 -2.8472222E-02  -1.901009    
 -2.8333334E-02  -1.932044    
 -2.8194444E-02  -1.963225    
 -2.8055556E-02  -1.994541    
 -2.7916666E-02  -2.025981    
 -2.7777778E-02  -2.057534    
 -2.7638888E-02  -2.089188    
 -2.7500000E-02  -2.120929    
 -2.7361112E-02  -2.152746    
 -2.7222222E-02  -2.184627    
 -2.7083334E-02  -2.216555    
 -2.6944444E-02  -2.248520    
 -2.6805555E-02  -2.280506    
 -2.6666667E-02  -2.312498    
 -2.6527777E-02  -2.344483    
 -2.6388889E-02  -2.376445    
 -2.6249999E-02  -2.408367    
 -2.6111111E-02  -2.440235    
 -2.5972223E-02  -2.472032    
 -2.5833333E-02  -2.503741    
 -2.5694445E-02  -2.535346    
 -2.5555555E-02  -2.566828    
 -2.5416667E-02  -2.598171    
 -2.5277779E-02  -2.629356    
 -2.5138889E-02  -2.660365    
 -2.5000000E-02  -2.691179    
 -2.4861110E-02  -2.721780    
 -2.4722222E-02  -2.752148    
 -2.4583334E-02  -2.782263    
 -2.4444444E-02  -2.812106    
 -2.4305556E-02  -2.841656    
 -2.4166666E-02  -2.870893    
